,Unnamed: 0,Unnamed: 1,Unnamed: 2,Missing values,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
303,tasa_nac_eso4,School principals questionnaire,Continuous,1,1,1,1,0.12771392,1,1,0.07353388,1,1,No,Yes,No,Rate of 4th grade of mandatory secondary education students with a different nationality
304,tasa_nac_pri3,School principals questionnaire,Continuous,1,1,0.06527171,1,1,0.07902736,1,1,1,1,No,Yes,No,Rate of 3rd grade primary education students with a different nationality
305,tasa_nac_pri6,School principals questionnaire,Continuous,1,1,1,0.10441767,1,1,0.08633747,1,1,1,No,Yes,No,Rate of 6th grade primary education students with a different nationality
306,distnac,School principals questionnaire,Continuous,1,1,0.0712055,0.09823911,1,1,1,1,1,1,No,No,No,Number of students with different nationality
307,distnac_eso4,School principals questionnaire,Continuous,1,1,1,1,0.12771392,1,1,0.07353388,1,1,No,No,No,Number of students with different nationalities in 4th grade of mandatory secondary education
308,distnac_pri3,School principals questionnaire,Continuous,1,1,0.06527171,1,1,0.07902736,1,1,1,1,No,No,No,Number of students with different nationality in 3rd grade primary education
309,distnac_pri6,School principals questionnaire,Continuous,1,1,1,0.10441767,1,1,0.08633747,1,1,1,No,No,No,Number of students with different nationality in 6th grade primary education
310,groups,School principals questionnaire,Continuous,1,1,0.06527171,0.10441767,0.12771392,0.07902736,0.10996668,0.07353388,1,1,No,No,No,Number of groups in the evaluated grade
311,island,School principals questionnaire,Categorical,0.00107685,0.00478007,0.0003123,0.00185357,0.06417625,0.00607903,0.00151469,0.05621392,0.00377739,0.06132629,Yes,Yes,No,Canary island to which the school belongs
312,capital_island,School principals questionnaire,Categorical,0.00107685,0.00478007,0.0003123,0.00185357,0.06417625,0.00607903,0.00151469,0.05621392,0.00377739,0.06132629,Yes,Yes,Yes,Tranformation of island. Capital island vs non capital island
313,public_private,School principals questionnaire,Categorical,0.00107685,0.00478007,0.0003123,0.00185357,0.06417625,0.00607903,0.00151469,0.05621392,0.00377739,0.06132629,Yes,Yes,No,Public or private school
314,f0,Family questionnaire,Categorical,0.32892805,0.30698663,0.52311056,0.43342601,1,0.14103343,0.14722811,1,0.3933518,1,No,No,No,"Respondent: mother, father, other"
315,f1n,Family questionnaire,Continuous,0.33881547,0.31447057,0.51623985,0.42261353,1,0.10699088,0.11087549,1,0.39239486,1,No,No,No,Number of people in household
316,f2an,Family questionnaire,Continuous,0.32251591,0.29897156,0.51623985,0.4223046,1,0.13799392,0.14207816,1,0.39969781,1,No,No,No,Mother age
317,f2bn,Family questionnaire,Continuous,0.37175722,0.35111776,0.51655215,0.42354032,1,0.23465046,0.27809755,1,0.43349282,1,No,No,No,Father age
318,f3a,Family questionnaire,Categorical,0.33259912,0.30978707,0.52342286,0.4300278,0.11590038,0.13343465,0.13662527,0.09024613,0.41077814,0.1056338,Yes,Yes,No,Mother education level
319,f3b,Family questionnaire,Categorical,0.38952521,0.37158998,0.54122423,0.44825456,0.15166028,0.22158055,0.25325659,0.12275904,0.43923445,0.13116197,Yes,Yes,No,Father education level
320,mother_education,Family questionnaire,Categorical,0.33259912,0.30978707,0.52342286,0.4300278,0.11590038,0.13343465,0.13662527,0.09024613,0.41077814,0.1056338,Yes,Yes,Yes,Transformation of f3a. Mother education
321,father_education,Family questionnaire,Categorical,0.38952521,0.37158998,0.54122423,0.44825456,0.15166028,0.22158055,0.25325659,0.12275904,0.43923445,0.13116197,Yes,Yes,Yes,Transformation of f3b. Father education
322,f4a,Family questionnaire,Categorical,0.34517866,0.3258172,0.52810743,0.43929564,0.11685824,0.14589666,0.15268101,0.11759344,0.42493075,0.12265258,Yes,Yes,No,Mother employment status
323,f4b,Family questionnaire,Categorical,0.39818894,0.38510936,0.54403498,0.46246525,0.14814815,0.22218845,0.25507422,0.15162565,0.45615714,0.15346244,Yes,Yes,No,Father employment status
324,f5a,Family questionnaire,Categorical,0.36686246,0.33861233,0.52841974,0.43466172,0.3087484,0.13130699,0.13420176,0.06593741,0.40261899,0.07159624,Yes,Yes,No,Mother place of birth
325,f5b,Family questionnaire,Categorical,0.40861478,0.38385399,0.54184884,0.44794563,0.29885057,0.20303951,0.23235383,0.07687633,0.42140519,0.07775822,Yes,Yes,No,Father place of birth
326,f5n,Family questionnaire,Categorical,0.32809594,0.30959394,0.51998751,0.42724745,0.22190294,0.10820669,0.11451075,0.07019143,0.39843868,0.07453052,Yes,Yes,No,Student place of birth
327,inmigrant,Family questionnaire,Categorical,0.32809594,0.30959394,0.51998751,0.42724745,0.22190294,0.10820669,0.11451075,0.07019143,0.39843868,0.07453052,Yes,Yes,Yes,Transformation of f5n. Immigrant status
328,inmigrant2,Family questionnaire,Categorical,0.32809594,0.30959394,0.51998751,0.42724745,0.22190294,0.10820669,0.11451075,0.07019143,0.39843868,0.07453052,Yes,Yes,Yes,Transformation of f5n. Immigrant status
329,inmigrant_second_gen,Family questionnaire,Categorical,0.35521292,0.32601033,0.52654591,0.43280816,0.25031928,0.1212766,0.12178128,0.06198724,0.39889197,0.06748826,Yes,Yes,Yes,"Transformation of f5n. Immigrant status, second generation"
330,f6,Family questionnaire,Categorical,0.70450318,0.66438125,0.96002498,0.95304294,1,0.88905775,0.89003332,1,0.92505666,1,No,Yes,No,"If your child was not born in Spain, how long has he/she been studying in the Spanish educational system, including current year"
331,f7,Family questionnaire,Categorical,0.32853647,0.3009029,0.51623985,0.42168675,0.06417625,0.12674772,0.12420479,0.05651778,0.3965248,0.06191315,No,Yes,No,Language usually spoken at home
332,f8ta,Family questionnaire,Continuous,0.40039158,0.36222297,0.57682698,0.49150448,0.06417625,0.18601824,0.17146319,0.05621392,0.39607152,0.06279343,No,No,No,Child school start age. Years
333,f8tm,Family questionnaire,Continuous,0.52520803,0.52667665,0.71361649,0.6570899,1,0.29908815,0.30566495,1,0.40619491,1,No,No,No,Child school start age. Months
334,start_schooling_age,Family questionnaire,Categorical,0.33318649,0.30944909,0.51998751,0.4266296,0.06417625,0.14012158,0.13965465,0.05621392,0.39491312,0.06279343,No,Yes,Yes,Transformation of f8ta and f8tm. Start schooling age
335,f9a,Family questionnaire,Categorical,0.32320117,0.29901984,1,1,1,1,1,1,1,1,No,No,No,How often does your child use at home. Quiet place to study
336,f9b,Family questionnaire,Categorical,0.34047969,0.3173193,0.51623985,0.42168675,0.06417625,0.11428571,0.12269009,0.05894865,0.39627298,0.06308685,No,No,No,How often does your child use at home. Books
337,f9c,Family questionnaire,Categorical,0.36108664,0.3381295,0.51623985,0.42168675,0.06417625,0.15653495,0.15328688,0.05894865,0.39818685,0.06543427,No,No,No,How often does your child use at home. Encyclopedias
338,f9d,Family questionnaire,Categorical,0.3402839,0.314374,0.51623985,0.42168675,0.06417625,0.12583587,0.12571948,0.05894865,0.39697809,0.06484742,No,No,No,"How often does your child use at home. PC, tablet"
339,f9e,Family questionnaire,Categorical,0.36730299,0.33228719,0.51623985,0.42168675,0.06417625,0.13221884,0.12814299,0.05864479,0.39697809,0.06484742,No,No,No,How often does your child use at home. Internet
340,f9f,Family questionnaire,Categorical,0.35124816,0.32055429,1,1,1,0.12948328,0.12299303,0.05864479,0.39707882,0.06338028,No,No,No,How often does your child use at home. Smartphone
341,f9g,Family questionnaire,Categorical,0.35095448,0.32417556,1,1,1,1,1,1,1,1,No,No,No,How often does your child use at home. Calculator
342,f9h,Family questionnaire,Categorical,0.35604503,0.33045242,0.51623985,0.42168675,0.06417625,0.16079027,0.15964859,0.05864479,0.39904306,0.06484742,No,No,No,How often does your child use at home. Newspapers
343,f10n,Family questionnaire,Continuous,0.32232012,0.29704022,0.51655215,0.4223046,0.0715198,0.12340426,0.12632536,0.06532969,0.39803576,0.07335681,No,No,No,Number of digital devices at home
344,f11,Family questionnaire,Categorical,0.31600587,0.28912172,0.51623985,0.42168675,0.06417625,0.10121581,0.10996668,0.05894865,0.39632334,0.06338028,Yes,Yes,No,Number of books at home
345,books,Family questionnaire,Categorical,0.31600587,0.28912172,0.51623985,0.42168675,0.06417625,0.10121581,0.10996668,0.05894865,0.39632334,0.06338028,Yes,Yes,Yes,Transformation of f11. Number of books at home
346,f12a,Family questionnaire,Categorical,0.32285854,0.29404664,0.51623985,0.42168675,1,0.10790274,0.10966374,1,0.39672627,1,No,Yes,No,Frequency of your child at home. He/she see adults reading books
347,f12b,Family questionnaire,Categorical,0.33015174,0.31181498,0.51623985,0.42168675,1,0.11641337,0.12753711,1,0.39823722,1,No,Yes,No,Frequency of your child at home. Adults read stories to their children 
348,f13n,Family questionnaire,Continuous,0.33573177,0.31364975,1,1,1,1,1,1,1,1,No,No,No,Number of collective meetings in the school during the academic year
349,f14a,Family questionnaire,Categorical,0.330837,0.30520014,0.51623985,0.42168675,1,0.1331307,0.13571645,1,0.40695039,1,No,No,No,Frequency you go to the school to see how your child is doing: Mother
350,f14b,Family questionnaire,Categorical,0.41649535,0.39862875,0.51623985,0.42168675,1,0.26717325,0.29142684,1,0.44220599,1,No,No,No,Frequency you go to the school to see how your child is doing: Father
351,f14c,Family questionnaire,Categorical,0.89848262,0.8790015,1,1,1,1,1,1,1,1,No,No,No,Frequency you go to the school to see how your child is doing: Other person
352,f15a,Family questionnaire,Categorical,0.33078806,0.3035585,0.51623985,0.42168675,1,0.10911854,0.11420782,1,0.39959708,1,No,No,No,"In an interview with the teacher, you have been interested in: Scores"
353,f15b,Family questionnaire,Categorical,0.32838962,0.30331708,0.51623985,0.42168675,1,0.11276596,0.12056952,1,0.40010073,1,No,No,No,"In an interview with the teacher, you have been interested in: Dificulties in the learning process"
354,f15c,Family questionnaire,Categorical,0.33117964,0.3079523,0.51623985,0.42168675,1,0.11428571,0.12087246,1,0.40005037,1,No,No,No,"In an interview with the teacher, you have been interested in: Behavior"
355,f15d,Family questionnaire,Categorical,0.33675967,0.31084931,0.51623985,0.42168675,1,0.11762918,0.12269009,1,0.4001511,1,No,No,No,"In an interview with the teacher, you have been interested in: Behavior of the class group"
356,f15e,Family questionnaire,Categorical,0.33519334,0.31075274,0.51623985,0.42168675,1,0.11458967,0.1211754,1,0.40065475,1,No,No,No,"In an interview with the teacher, you have been interested in: Relationship with classmates"
357,f15f,Family questionnaire,Categorical,1,1,1,1,1,0.11702128,0.11935777,1,0.40065475,1,No,No,No,"In an interview with the teacher, you have been interested in: Teaching/learning process methodologies"
358,f16a,Family questionnaire,Categorical,0.32285854,0.29641253,0.51623985,0.42168675,1,0.10699088,0.11117843,1,0.39843868,1,No,Yes,No,How often do you do with your child at home: Talk about the work in class
359,f16b,Family questionnaire,Categorical,0.32902594,0.30317223,0.51623985,0.42168675,1,0.11155015,0.11451075,1,0.39929489,1,No,Yes,No,How often do you do with your child at home: Planning his/her time to study/do homework
360,f16c,Family questionnaire,Categorical,0.32701909,0.30201342,0.51623985,0.42168675,1,0.10607903,0.11239018,1,0.3989927,1,No,Yes,No,How often do you do with your child at home: Help him to do his/her homework
361,f16d,Family questionnaire,Categorical,0.32765541,0.30259283,1,1,1,1,1,1,1,1,No,Yes,No,How often do you do with your child at home: Provide the materials and resources he/shee needs to study
362,f16e,Family questionnaire,Categorical,0.32378855,0.29839216,0.51623985,0.42168675,1,0.10668693,0.11269312,1,0.39894233,1,No,Yes,No,How often do you do with your child at home: Check that he/she has done the homework
363,f16f,Family questionnaire,Categorical,0.32829173,0.30239969,1,1,1,1,1,1,1,1,No,Yes,No,How often do you do with your child at home: Control class attendance
364,f17a,Family questionnaire,Categorical,0.32834068,0.30201342,0.51623985,0.42168675,1,0.10942249,0.113299,1,0.40030219,1,No,Yes,No,Frequency you participate in school activities: AMPA meetings
365,f17b,Family questionnaire,Categorical,0.33225649,0.30602096,0.51623985,0.42168675,1,0.11215805,0.11632839,1,0.40080584,1,No,Yes,No,Frequency you participate in school activities: training activities for parents
366,f17c,Family questionnaire,Categorical,0.33436123,0.30838685,0.51623985,0.42168675,1,0.11367781,0.11572251,1,0.4010073,1,No,Yes,No,Frequency you participate in school activities: Organization of out-of-school activities
367,f17d,Family questionnaire,Categorical,0.33568282,0.30949737,0.51623985,0.42168675,1,0.11519757,0.11541957,1,0.40120876,1,No,Yes,No,Frequency you participate in school activities: other activities
368,f18a,Family questionnaire,Categorical,0.32075379,0.29322582,0.51623985,0.42168675,1,0.10455927,0.10754317,1,0.40060438,1,No,No,No,Degree of satisfaction: Teachers
369,f18b,Family questionnaire,Categorical,0.32393539,0.29675052,0.51623985,0.42168675,1,0.11033435,0.11026962,1,0.40105767,1,No,No,No,Degree of satisfaction: Principal
370,f18c,Family questionnaire,Categorical,0.32780225,0.30056492,0.51623985,0.42168675,1,0.10851064,0.11178431,1,0.40095694,1,No,No,No,Degree of satisfaction: Work in class
371,f18d,Family questionnaire,Categorical,0.32437592,0.29752306,0.51623985,0.42168675,1,0.10790274,0.11117843,1,0.40095694,1,No,No,No,Degree of satisfaction: Relationship with teachers
372,f18e,Family questionnaire,Categorical,0.3237396,0.29655738,0.51623985,0.42168675,1,0.10729483,0.11057255,1,0.4011584,1,No,No,No,Degree of satisfaction: Classmates
373,f18f,Family questionnaire,Categorical,0.330837,0.30399305,0.51623985,0.42168675,1,0.11641337,0.11451075,1,0.40135986,1,No,No,No,Degree of satisfaction: Resources
374,f18g,Family questionnaire,Categorical,0.32545277,0.29839216,0.51623985,0.42168675,1,0.10911854,0.11117843,1,0.4010073,1,No,No,No,Degree of satisfaction: Learning level
375,f18h,Family questionnaire,Categorical,0.32599119,0.3000338,0.51623985,0.42168675,1,0.10972644,0.11087549,1,0.40146059,1,No,No,No,Degree of satisfaction: School environment
376,f18i,Family questionnaire,Categorical,0.3237396,0.29636425,0.51623985,0.42168675,1,0.10790274,0.11087549,1,0.40110803,1,No,No,No,Degree of satisfaction: In general with the school
377,f19a,Family questionnaire,Categorical,0.32418013,0.29646082,0.51623985,0.42168675,1,0.10668693,0.10996668,1,0.40110803,1,No,No,No,Degree of satisfaction with the teacher: Motivation and enthusiasm
378,f19b,Family questionnaire,Categorical,0.32613803,0.30022693,0.51623985,0.42168675,1,0.1100304,0.11117843,1,0.40196424,1,No,No,No,Degree of satisfaction with the teacher: Cordiality and closeness
379,f19c,Family questionnaire,Categorical,0.32701909,0.30104775,0.51623985,0.42168675,1,0.10972644,0.11087549,1,0.40206497,1,No,No,No,Degree of satisfaction with the teacher: Work capacity
380,f19d,Family questionnaire,Categorical,0.32594224,0.30114432,0.51623985,0.42168675,1,0.10911854,0.11087549,1,0.40196424,1,No,No,No,Degree of satisfaction with the teacher: Smooth communication
381,f19e,Family questionnaire,Categorical,0.3278512,0.30066148,0.51623985,0.42168675,1,0.11033435,0.11178431,1,0.40211534,1,No,No,No,Degree of satisfaction with the teacher: Flexibility and patience
382,f20,Family questionnaire,Categorical,0.32383749,0.29597798,0.51623985,0.42168675,1,0.15683891,0.15449864,1,0.40161168,1,No,Yes,No,Would you recommend this school?
383,f21n,Family questionnaire,Continuous,0.31884484,0.29399836,0.51717676,0.42168675,1,0.1224924,0.12087246,1,0.39773357,1,No,Yes,No,Homework hours/week
384,f22,Family questionnaire,Categorical,0.31057269,0.28366568,0.51623985,0.42168675,1,0.10121581,0.10905786,1,0.39743138,1,No,Yes,No,Homework days/week
385,f23,Family questionnaire,Categorical,0.40939794,0.38182608,0.5649594,0.47729379,1,0.10942249,0.11451075,1,0.40141022,1,Yes,Yes,No,Parent expectations: Up to what educational level do you expect your child to study?
386,f24a,Family questionnaire,Categorical,0.34317181,0.32185795,0.51623985,0.42168675,0.15102171,0.19361702,0.19539533,0.19538134,0.45449509,0.20246479,Yes,Yes,No,Mother occupation
387,f24b,Family questionnaire,Categorical,0.39344102,0.37448699,0.51623985,0.42168675,0.17688378,0.26382979,0.28173281,0.20601641,0.48557039,0.21390845,Yes,Yes,No,Father occupation
388,mother_occupation,Family questionnaire,Categorical,0.34317181,0.32185795,0.51623985,0.42168675,0.15102171,0.19361702,0.19539533,0.19538134,0.45449509,0.20246479,Yes,Yes,Yes,Transformation of f24a. Mother occupation
389,father_occupation,Family questionnaire,Categorical,0.39344102,0.37448699,0.51623985,0.42168675,0.17688378,0.26382979,0.28173281,0.20601641,0.48557039,0.21390845,Yes,Yes,Yes,Transformation of f24b. Father occupation
390,f30,Family questionnaire,Continuous,1,1,0.51623985,0.42168675,1,0.10911854,0.113299,1,0.39249559,1,No,No,No,Total number of children in the household
391,f31,Family questionnaire,Categorical,1,1,0.51623985,0.42168675,1,0.11155015,0.11632839,1,0.3955175,1,No,No,No,Type of family unit
392,single_parent_household,Family questionnaire,Categorical,1,1,0.51623985,0.42168675,1,0.11155015,0.11632839,1,0.3955175,1,No,Yes,Yes,Transformation of f31. Single parent household
393,f33a,Family questionnaire,Categorical,1,1,0.51623985,0.42168675,1,0.2331307,0.24538019,1,0.49206749,1,No,No,No,Household income. Income from work (self-employed or wage employment)
394,f33b,Family questionnaire,Categorical,1,1,0.51623985,0.42168675,1,0.91337386,0.90578613,1,0.93361874,1,No,No,No,Household income. Unemployment benefits and subsidies
395,f33c,Family questionnaire,Categorical,1,1,0.51623985,0.42168675,1,0.95349544,0.9354741,1,0.95935533,1,No,No,No,"Household income. Pension for retirement, widowhood or disability"
396,f33d,Family questionnaire,Categorical,1,1,0.51623985,0.42168675,1,0.95136778,0.95880036,1,0.97290355,1,No,No,No,"Household income. Public economic benefits for dependent children or other economic benefits such as family aid, Canary Islands Insertion Benefit (PCI), related to housing or education"
397,f33e,Family questionnaire,Categorical,1,1,0.51623985,0.42168675,1,0.9449848,0.9315359,1,0.96036263,1,No,No,No,"Household Income. Child support from divorce, or help from other relatives"
398,f33f,Family questionnaire,Categorical,1,1,0.51623985,0.42168675,1,0.98419453,0.9787943,1,0.98851675,1,No,No,No,Household income. Other regular income / Other subsidy or regular social benefit
399,f33g,Family questionnaire,Categorical,1,1,0.51623985,0.42168675,1,0.99118541,0.99000303,1,0.99672627,1,No,No,No,"Household income. No income, no household member provides income"
400,f33h,Family questionnaire,Categorical,1,1,0.51623985,0.42168675,1,0.97051672,0.97546198,1,0.97577436,1,No,No,No,Household income. No answer/don't know 
401,f34,Family questionnaire,Categorical,1,1,0.51623985,0.42168675,1,0.11246201,0.12541654,1,0.40412994,1,Yes,Yes,No,Monthly household income
402,household_income_q,Family questionnaire,Categorical,1,1,0.57682698,0.50139018,1,0.23404255,0.24325962,1,0.48043314,1,Yes,Yes,Yes,Tranformation of f34. Monthly household income (quartiles)
403,nhousehold,Family questionnaire,Continuous,1,1,0.06589631,0.08124807,0.06417625,1,1,0.05803707,1,0.0625,No,No,No,Number of people in household
404,ESCS,Family questionnaire,Continuous,0.31649535,0.29013568,0.51623985,0.42168675,0.07758621,0.10972644,0.11481369,0.0793072,0.4064971,0.08568075,Yes,Yes,Yes,"Economic, Social and Cultural Status index"
405,p2,Teacher questionnaire,Categorical,0.34136074,0.37226595,1,1,1,0.07142857,0.09027567,1,0.22407454,1,No,No,No,Sex
406,p2n,Teacher questionnaire,Continuous,0.35795399,0.37849452,0.0712055,0.09823911,1,0.0787234,0.09027567,1,0.22432637,1,No,No,No,Age
407,p3n,Teacher questionnaire,Continuous,0.34454234,0.37250736,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22719718,1,No,No,No,Years as a teacher
408,p4n,Teacher questionnaire,Continuous,0.35105237,0.37757713,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22472929,1,No,No,No,Year in the school
409,p5,Teacher questionnaire,Categorical,0.34140969,0.37028632,0.0712055,0.09823911,1,1,1,1,1,1,No,No,No,Have you teach in the same group the past two years?
410,p6n,Teacher questionnaire,Continuous,0.34366128,0.37448699,0.0712055,0.09823911,1,1,1,1,1,1,No,No,No,Number of students in your class group
411,p7an,Teacher questionnaire,Continuous,0.63191385,0.60624789,0.15427858,0.22675317,1,0.11550152,0.1620721,1,0.25615714,1,No,No,No,Number of students in your class group with: NEE
412,p7bn,Teacher questionnaire,Continuous,0.66020558,0.66872676,0.24266084,0.26320667,1,0.12857143,0.16782793,1,0.26592798,1,No,No,No,Number of students in your class group with: TDAH
413,p7cn,Teacher questionnaire,Continuous,0.77924621,0.81290136,0.32854466,0.40593142,1,0.11519757,0.15510451,1,0.26587761,1,No,No,No,Number of students in your class group with: DEA
414,p7dn,Teacher questionnaire,Continuous,0.77851199,0.72217662,0.30699563,0.36978684,1,0.13465046,0.16086035,1,0.26346009,1,No,No,No,Number of students in your class group with: ECOPHE
415,p7en,Teacher questionnaire,Continuous,0.7484092,0.80261697,0.33291693,0.41828854,1,0.13465046,0.16782793,1,0.26668346,1,No,No,No,Number of students in your class group with: ALCAIN
416,p7fn,Teacher questionnaire,Continuous,0.63132648,0.71425812,1,1,1,1,1,1,1,1,No,No,No,Number of students in your class group with: Disadvantaged economic situation
417,p7gn,Teacher questionnaire,Continuous,1,1,0.34353529,0.44794563,1,0.13465046,0.17479552,1,0.26975573,1,No,No,No,Number of students in your class group with: INTARSE
418,p8an,Teacher questionnaire,Continuous,0.52241801,0.54763169,0.0712055,0.09823911,1,0.07142857,0.10451378,1,0.23001763,1,No,No,No,Number of students in your class group: born in another country with a language other than Spanish
419,p8bn,Teacher questionnaire,Continuous,0.52447381,0.53024963,0.0712055,0.09823911,1,0.0781155,0.09724326,1,0.22795266,1,No,No,No,Number of students in your class group: born in another country with a language equal to Spanish
420,p9a,Teacher questionnaire,Categorical,0.37165932,0.47313022,0.0712055,0.09823911,1,0.17021277,0.23023326,1,0.34762025,1,No,No,No,Subject you teach in your class group: Language
421,p9b,Teacher questionnaire,Categorical,0.40078316,0.53261552,0.0712055,0.09823911,1,0.21215805,0.33171766,1,0.44960967,1,No,No,No,Subject you teach in your class group: Mathematics
422,p9c,Teacher questionnaire,Categorical,0.569163,0.56052339,0.0712055,0.09823911,1,0.23677812,0.36079976,1,0.48763536,1,No,No,No,Subject you teach in your class group: Social sciences
423,p9d,Teacher questionnaire,Categorical,0.91047479,0.88585776,0.0712055,0.09823911,1,0.78601824,0.81944865,1,0.86507177,1,No,No,No,Subject you teach in your class group: English
424,p9e,Teacher questionnaire,Categorical,1,1,0.0712055,0.09823911,1,0.26960486,0.36382914,1,0.47917401,1,No,No,No,Subject you teach in your class group: Natural sciences
425,p9f,Teacher questionnaire,Categorical,1,1,0.0712055,0.09823911,1,0.17477204,0.29657679,1,0.40312264,1,No,No,No,Subject you teach in your class group: Other
426,p10n,Teacher questionnaire,Continuous,0.35403818,0.37830139,0.0712055,0.09823911,1,0.0787234,0.09027567,1,0.22135482,1,No,No,No,Teaching hours per week in class group
427,p11,Teacher questionnaire,Categorical,0.3391581,0.36941722,0.0712055,0.09823911,1,1,1,1,1,1,No,No,No,Average time class for explanations
428,p12a,Teacher questionnaire,Categorical,0.34023495,0.37221766,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22039788,1,No,No,No,Degree of agreement about your class group: Has a good attitude
429,p12b,Teacher questionnaire,Categorical,0.35433186,0.39061368,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22039788,1,No,No,No,Degree of agreement about your class group: Comply with the standards/rules/norms
430,p12c,Teacher questionnaire,Categorical,0.34243759,0.37434214,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22140519,1,No,No,No,Degree of agreement about your class group: Participate actively
431,p12d,Teacher questionnaire,Categorical,0.34312286,0.3765149,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22039788,1,No,No,No,Degree of agreement about your class group: Has interest in the class
432,p13,Teacher questionnaire,Categorical,0.34047969,0.37018975,0.0712055,0.09823911,1,0.07781155,0.09027567,1,0.22477965,1,No,No,No,Degree of agreement: Satisfied with the academic results of my students
433,p13b,Teacher questionnaire,Categorical,1,1,0.0712055,0.09823911,1,0.0781155,0.09027567,1,0.22493075,1,No,No,No,Degree of agreement: My students have obtained the results that I expected
434,p13c,Teacher questionnaire,Categorical,1,1,0.0712055,0.09823911,1,0.08449848,0.09027567,1,0.22603878,1,No,No,No,Degree of agreement: My students can improve their academic results
435,p15a,Teacher questionnaire,Categorical,0.68614782,0.66264304,0.0712055,0.09823911,1,1,1,1,1,1,No,No,No,Main topic of the PFC: Competences and didactic programming
436,p15b,Teacher questionnaire,Categorical,0.8659814,0.87311091,0.0712055,0.09823911,1,1,1,1,1,1,No,No,No,Main topic of the PFC: Attention to diversity
437,p15c,Teacher questionnaire,Categorical,0.91458639,0.91714548,0.0712055,0.09823911,1,1,1,1,1,1,No,No,No,Main topic of the PFC: Participatory culture
438,p15d,Teacher questionnaire,Categorical,0.67670093,0.68992323,0.0712055,0.09823911,1,1,1,1,1,1,No,No,No,Main topic of the PFC: TICs
439,p15e,Teacher questionnaire,Categorical,0.94845815,0.94819178,0.0712055,0.09823911,1,1,1,1,1,1,No,No,No,Main topic of the PFC: Speaking another language
440,p15f,Teacher questionnaire,Categorical,0.77469408,0.76891507,0.0712055,0.09823911,1,1,1,1,1,1,No,No,No,Main topic of the PFC: School environment
441,p15g,Teacher questionnaire,Categorical,0.84796867,0.85413548,0.0712055,0.09823911,1,1,1,1,1,1,No,No,No,Main topic of the PFC: Other
442,p15h,Teacher questionnaire,Categorical,1,1,0.0712055,0.09823911,1,1,1,1,1,1,No,No,No,Main topic of the PFC: Didactic methodology
443,p15i,Teacher questionnaire,Categorical,1,1,0.0712055,0.09823911,1,1,1,1,1,1,No,No,No,Main topic of the CBP: Evaluation
444,p16a,Teacher questionnaire,Categorical,0.4175722,0.43353773,0.24172392,0.25486562,1,0.25288754,0.1911542,1,0.32450264,1,No,No,No,Incidence of the PFC in: Organization of the school
445,p16b,Teacher questionnaire,Categorical,0.41409692,0.42957848,0.24172392,0.25486562,1,0.22066869,0.17025144,1,0.31281793,1,No,No,No,Incidence of the PFC in: Classroom management
446,p16c,Teacher questionnaire,Categorical,0.4092511,0.42677804,0.24172392,0.25486562,1,0.21337386,0.15934565,1,0.30964493,1,No,No,No,Incidence of the PFC in: Collaborative work
447,p16d,Teacher questionnaire,Categorical,0.4134606,0.44044228,0.24172392,0.25486562,1,0.22978723,0.18085429,1,0.32243767,1,No,No,No,Incidence of the PFC in: Evaluation
448,p16e,Teacher questionnaire,Categorical,0.41380323,0.43387572,0.24172392,0.25486562,1,0.23708207,0.19569827,1,0.31699824,1,No,No,No,Incidence of the PFC in: School environment
449,p16f,Teacher questionnaire,Categorical,0.43680861,0.44696055,0.24172392,0.25486562,1,0.25258359,0.20448349,1,0.34359104,1,No,No,No,Incidence of the PFC in: Pedagogical leadership
450,p16g,Teacher questionnaire,Categorical,0.40876163,0.43257206,0.24172392,0.25486562,1,0.21641337,0.1911542,1,0.32299169,1,No,No,No,Incidence of the PFC in: Use of TICs
451,p16h,Teacher questionnaire,Categorical,1,1,1,1,1,0.22705167,0.16782793,1,0.32017124,1,No,No,No,Incidence of the PFC in: Methodological changes
452,p18a,Teacher questionnaire,Categorical,0.56965247,0.56873159,0.0712055,0.09823911,1,0.39179331,0.45168131,1,0.61818182,1,No,No,No,Individual training topic: Competences and didactic programming
453,p18b,Teacher questionnaire,Categorical,0.76725404,0.78856646,0.0712055,0.09823911,1,0.60486322,0.67070585,1,0.71196172,1,No,No,No,Individual training topic: Attention to diversity
454,p18c,Teacher questionnaire,Categorical,0.85947137,0.84423736,0.0712055,0.09823911,1,0.90182371,0.90457437,1,0.89614707,1,No,No,No,Individual training topic: Participatory culture
455,p18d,Teacher questionnaire,Categorical,0.57821831,0.56540003,0.0712055,0.09823911,1,0.3893617,0.53165707,1,0.56293125,1,No,No,No,Individual training topic: TICs
